AACHEN	아헨
LAOS	라오스
LAPLACE	라플라스
LAPP	라프
LAPTEV	랍테프
LARDNER	라드너
LAREDO	라레도
LARKIN	라킨
LARS	라르스
LARSEN	라르센
LASKER	래스커
LASKI	래스키
LASKY	래스키
LASSO	라소
LASSUS	라수스
LASSWELL	라스웰
LATHAM	레이담
LATIMER	레이티머
LATVIA	라트비아
LAUD	로드
LAUFER	라우퍼
LAUGHLIN	로플린
LAUGHTON	로튼
LAURA	라우라
LAUREL	라우렐
LAUREN	로렌
LAURENCE	로렌스
LAURENCIN	로랑생
LAURENS	로랑스
LAURENT	로랑
LAUSSEDAT	로세다
LAVAL	라발
LAVOISIER	라부아지에
LAW	로
LAWSON	로슨
LAWTON	로턴
LEAN	린
LEBANON	레바논
LEBEDEV	레베데프
LEBOEUF	르뵈프
LECH	레흐
LEDERBERG	레더버그
LEEDS	리즈
LEEUWENHOEK	레벤후크
LEFEBVRE	르페브르
LEHMBRUCK	렘브루크
LEICESTER	레스터
LEIPOLD	라이폴트
LEIPZIG	라이프치히
LELEWEL	렐레벨
LEMAIRE	르메르
LEMAITRE	르메트르
LEMARCHAND	르막셩
LENARD	레나르트
LENAU	레나우
LENIN	레닌
LENNART	렌나르트
LENNON	레논
LENOIR	르누아르
LENORMAND	르노르망
LENT	렌트
LENZ	렌츠
LEO	레오
LEON	레옹
LEONARD	레너드
LEONARDO	레오나르도
LEONCAVALLO	레온카발로
LEONE	레오네
LEONHARD	레온하르트
LEONID	레오니트
LEONOV	레오노프
LEOPARDI	레오파르디
LEOPOLD	레오폴드
LEPIDUS	레피두스
LEPSIUS	렙시우스
LEROY	리로이
LES	레스
LESKOV	레스코프
LESLIE	레슬리
LESOTHO	레소토
LESSEPS	레셉스
LESSING	레싱
LESZEK	레셰크
LEV	예프
LEVANT	레반트
LEVERRIER	르베리에
LEVI	리바이
LEVINE	러바인
LEVY	레비
LEWES	루이스
LEWIN	레빈
LEWIS	루이스
LEXINGTON	렉싱턴
LEYTE	레이테
LIAM	리엄
LIBBY	리비
LIBERIA	라이베리아
LIBREVILLE	리브르빌
LIBYA	리비아
LICHT	리히트
LICHTENBERG	리히텐베르크
LIDDELL	리들
LIE	리
LIEBERMAN	리버먼
LIEBERMANN	리베르만
LIEBKNECHT	리프크네히트
LIEBMANN	리프만
LIECHTENSTEIN	리히텐슈타인
LILIAN	릴리앙
LILIENTHAL	릴리엔솔
LILLE	릴
LILLEY	릴리
LILLI	릴리
LILLIAN	릴리언
LILONGWE	릴롱궤
LIM	림
LIMA	리마
LIMBURG	림부르흐
LIMERICK	리머릭
LIMOGES	리모주
LINARES	리나레스
LINCOLN	링컨
LINDA	린다
LINDBERGH	린드버그
LINDE	린데
LINDGREN	린드그렌
LINDSAY	린지
LINDSEY	린지
LING	링
LINI	리니
LINSCHOTEN	린스호텐
LINTON	린턴
LINZ	린츠
LION	리온
LIONEL	리오넬
LIPATTI	리파티
LIPCHITZ	립시츠
LIPMANN	리프먼
LIPPI	리피
LIPPMANN	리프만
LIPPS	립스
LIPTON	립턴
LISA	리사
LISBON	리스본
LISE	리제
LISSAJOUS	리사주
LIST	리스트
LISTER	리스터
LISZT	리스트
LITHUANIA	리투아니아
LITT	릿
LITTLE	리틀
LITTLETON	리틀턴
LITVINOV	리트비노프
LIVERMORE	리버몰
LIVINGSTON	리빙스턴
LIVINGSTONE	리빙스턴
LIVIUS	리비우스
LJUBLJANA	류블랴나
LLOYD	로이드
LOBE	로베
LOCKE	록
LOCKETT	로켓
LOCKHART	록하트
LODGE	로지
LOEB	러브
LOEWE	뢰베
LOEWI	뢰비
LOEWY	로위
LOFTING	로프팅
LOFTUS	로프터스
LOGAN	로건
LOIS	루이스
LOLITA	로리타
LOMBARD	롬바르드
LOMBARDI	롬바르디
LOMBARDY	롬바르디아
LOMBROSO	롬브로소
LOME	로메
LOMONOSOV	로모노소프
LONDON	런던
LONDONDERRY	런던데리
LONG	롱
LONGCHAMP	롱샹
LONGFELLOW	롱펠로
LONGMAN	롱맨
LONGO	롱고
LOPEZ	로페스
LORD	로드
LORENTZ	로렌츠
LORENZ	로렌츠
LORENZEN	로렌젠
LORENZO	로렌초
LORIN	로린
LORNA	로나
LORRAIN	로랭
LORRAINE	로렌
LOSCHMIDT	로슈미트
LOT	롯
LOTHAR	로타어
LOTHIAN	로디언
LOTT	롯
LOTTO	로토
LOUIS	루이
LOUISE	루이즈
LOUISIANA	루이지애나
LOURDES	루르드
LOVELACE	러브레이스
LOWE	로웨
LOWELL	로웰
LOWER	로베르
LOWIE	로위
LUANDA	루안다
LUBA	루바
LUBBERS	뤼베르스
LUBBOCK	러벅
LUC	뤼크
LUCA	루카
LUCAS	루카스
LUCE	루스
LUCENA	루세나
LUCHINO	루키노
LUCIA	루치아
LUCIANO	루치아노
LUCIEN	뤼시앵
LUCIUS	루치우스
LUCK	럭
LUCY	루씨
LUDOVIC	루도비
LUDWIG	루트비히
LUDWIK	루드윅
LUIGI	루이지
LUIS	루이스
LUISE	루이제
LUJO	루조
LUKE	룩크
LULLY	륄리
LUNA	루나
LUNDBERG	룬드베리
LURIA	루리아
LUSAKA	루사카
LUTHER	루터
LUTOSLAWSKI	루토슬라프스키
LUXEMBURG	룩셈부르크
LUXENBERG	록셈부루크
LVOV	리보프
LYDIA	리디아
LYELL	라이엘
LYLY	릴리
LYMAN	라이먼
LYND	린드
LYNDON	린든
LYNEN	리넨
LYNN	린
LYON	리옹
LYONNET	리오네
LYONS	리용
LYSENKO	리센코
LYTTELTON	리틀턴
LYTTON	리턴
MAAS	마스
MAASTRICHT	마스트리히트
MABEL	마벨
MACAULAY	매콜리
MACAULEY	맥콜리
MACBETH	맥베스
MACEDONIA	마케도니아
MACH	마하
MACHADO	마차도
MACHEL	마셸
MACHIAVELLI	마키아벨리
MACKAY	맥케이
MACKENZIE	매켄지
MACKINDER	매킨더
MACKINTOSH	매킨토시
MACLAREN	매클래런
MACLEAN	맥클랜
MACLEOD	매클라우드
MACMILLAN	맥밀란
MACON	마콩
MACRAE	맥레이
MACY	메이시
MADAGASCAR	마다가스카르
MADDOX	매독스
MADEIRA	마데이라
MADELEINE	마드렌
MADELINE	매들린
MADER	마더
MADGE	메쥐
MADISON	매디슨
MADRAS	마드라스
MADRID	마드리드
MAETERLINCK	메이터링크
MAFEKING	마페킹
MAGDA	마그다
MAGDALENA	막달레나
MAGDEBURG	마그데부르크
MAGEE	매기
MAGELLAN	마젤란
MAGENDIE	마장디
MAGGIE	매기
MAGNANI	마냐니
MAGNITOGORSK	마그니토고르스크
MAGNUS	마그누스
MAGUIRE	맥과이어
MAGYAR	마자르
MAHAFFY	마하피
MAHAN	머핸
MAHENDRA	마헨드라
MAHER	마헤르
MAHLER	말러
MAHMOOD	마흐무드
MAHMOUD	마무드
MAHONEY	마호니
MAIER	마이에르
MAILLOL	마욜
MAIMON	마이몬
MAINE	메인
MAINZ	마인츠
MAIOR	마이오르
MAISTRE	메스트르
MAJURO	마주로
MAKARENKO	마카렌코
MAKAROV	마카로프
MAKSIM	막심
MAL	말
MALABO	말라보
MALAMUD	맬러머드
MALAWI	말라위
MALAYSIA	말레이시아
MALCOLM	맬컴
MALDEN	몰덴
MALDIVES	몰디브
MALE	말리
MALEBRANCHE	말브랑슈
MALHERBE	말레르브
MALI	말리
MALIK	말리크
MALINOWSKI	말리노프스키
MALIPIERO	말리피에로
MALKIN	말킨
MALONE	말론
MALONEY	멀로니
MALPIGHI	말피기
MALTA	몰타
MALTHUS	맬서스
MALUS	말뤼스
MAMALONI	마말로니
MAN	맨
MANAGUA	마나과
MANAMA	마나마
MANCHESTER	맨체스터
MANCINI	맨시니
MANDALAY	만달레이
MANDELA	만델라
MANDER	만데르
MANDEVILLE	맨더빌
MANET	마네
MANFRED	만프레트
MANG	망
MANHATTAN	맨해튼
MANILA	마닐라
MANN	만
MANNHEIM	만하임
MANNING	매닝
MANRIQUE	만리케
MANSART	망사르
MANSFIELD	맨스필드
MANSON	맨슨
MANTOVANI	만토바니
MANUEL	마누엘
MANZONI	만초니
MAOR	마오
MAPUTO	마푸토
MARA	마라
MARC	마르크
MARCEL	마르셀
MARCELLO	마르첼로
MARCH	마치
MARCHAIS	마르셰
MARCIA	마르샤
MARCO	마르코
MARCONI	마르코니
MARCUS	마르쿠스
MARCUSE	마르쿠제
MARETT	매럿
MARGARET	마거릿
MARGARETE	마르가레테
MARGERY	마제리
MARGOLIS	마골리스
MARGOT	마르고트
MARGUERITE	마거리트
MARGULIS	마굴리스
MARI	마리
MARIA	마리아
MARIAN	마리안
MARIANA	마리아나
MARIANNE	마리안느
MARIE	마리
MARILYN	메릴린
MARIN	마랭
MARINA	마리나
MARINETTI	마리네티
MARINI	마리니
MARINO	마리노
MARIO	마리오
MARION	매리언
MARIT	마리트
MARITAIN	마리탱
MARIUS	마리우스
MARJATTA	마르야타
MARJORIE	마저리
MARK	마르크
MARKHAM	마캄
MARKOV	마르코프
MARKOWITZ	마코위츠
MARLENE	마를레네
MARLOWE	말로
MARNE	마른
MAROT	마로
MARQUAND	마퀀드
MARQUIS	마르키스
MARR	마르
MARRAKECH	마라케시
MARRINER	마리너
MARRIOTT	마리오트
MARS	마르스
MARSCHNER	마르슈너
MARSH	마시
MARSHALL	마셜
MARSTON	마스턴
MART	마르트
MARTENOT	마르트노
MARTHA	마사
MARTIN	마르탱
MARTINA	마르티나
MARTINDALE	마틴_데일
MARTINE	마르틴
MARTINEZ	마르티네스
MARTINI	구이도
MARTINO	마르티노
MARTINON	마르티농
MARTINS	마틴
MARTINSON	마르틴손
MARTINUS	마르티누스
MARTON	마르톤
MARTY	마르티
MARVELL	마벌
MARVIN	마빈
MARX	마르크스
MARY	메리
MARYLAND	메릴랜드
MASACCIO	마사초
MASEFIELD	메이스필드
MASERU	마세루
MASPERO	마스페로
MASSACHUSETTS	매사추세츠
MASSENET	마스네
MASSEY	매시
MASSIMO	마시모
MASSINE	마신
MASSINGER	매신저
MASSON	마송
MASTERS	마스터스
MASUR	마주어
MATAMOROS	마따모로스
MATE	메이트
MATHESON	마테존
MATHEWSON	매튜슨
MATHIAS	마티아스
MATHIEU	마티외
MATISSE	마티스
MATT	맷
MATTERHORN	마터호른
MATTHEW	마태
MATTHEWS	매슈스
MATTHIAS	마티아스
MATUTE	마투테
MAUBOUSSIN	모브상
MAUD	모드
MAUGHAM	몸
MAUPASSANT	모파상
MAUPERTUIS	모페르튀이
MAUREEN	모린
MAURER	마우러
MAURIAC	모리악
MAURICE	모리스
MAURITANIA	모리타니아
MAURITIUS	모리셔스
MAURITZ	마우리츠
MAURIZIO	마우리치오
MAURO	마우로
MAUROIS	모르와
MAURRAS	모라스
MAURUS	모뤼스
MAUSER	모제르
MAX	막스
MAXIM	맥심
MAXIME	막심
MAXIMILIAN	막시밀리안
MAXWELL	맥스웰
MAYA	마야
MAYER	마이어
MAYFLOWER	메이플라워
MAYHEW	메이휴
MAYO	메이오
MAZOWIECKI	마조비에츠키
MBABANE	음바바네
MBASOGO	음바소고
MCKENZIE	맥켄지
MEAD	미드
MEADE	미드
MEADOWS	미도우스
MEANY	미니
MECCA	메카
MECKLENBURG	메클렌부르크
MED	메드
MEDAWAR	메더워
MEDFORD	매드포드
MEDHURST	메드허스트
MEDICI	메디치
MEDINA	메디나
MEG	맥
MEHDI	메디
MEHTA	메타
MEIER	마이어
MEINDERT	마인데르트
MEINECKE	마이네케
MEIR	메이르
MEISHENG	메이성
MEISSNER	마이스너
MEITNER	마이트너
MEL	멜
MELANCHTHON	멜란히톤
MELANIE	멜라니
MELBA	멜바
MELBOURNE	멜버른
MELCHIOR	멜키오르
MELINDA	멜린다
MELISSA	멜리사
MELLON	멜런
MELO	멜로
MELVIL	멜빌
MELVILLE	멜빌
MELVIN	멜빈
MEMLING	멤링
MEMPHIS	멤피스
MENCKEN	멩켄
MENDEL	멘델
MENDELSOHN	멘델존
MENDELSSOHN	멘델스존
MENDERES	멘데레스
MENDES	멘디스
MENELAOS	메넬라오스
MENEM	메넴
MENGELBERG	멩겔베르크
MENGER	멩거
MENON	메논
MENUHIN	메뉴인
MENZEL	멘젤
MERCATOR	메르카토르
MERCOURI	메르쿠리
MEREDITH	메레디스
MERGENTHALER	머건탈러
MERI	메리
MERKEL	메르켈
MERLIN	멀린
MERRIAM	메리엄
MERRIMAN	메리먼
MERTON	머튼
MERYL	메릴
MERZ	메르츠
MESOPOTAMIA	메소포타미아
MESSER	메서
MESSERER	메세레르
MESSIAEN	메시앙
MESSIER	메시에
MESSNER	메스네르
METASTASIO	메타스타시오
METTERNICH	메테르니히
METZ	메스
METZLER	메츠러
MEUNIER	뫼니에
MEXICO	멕시코
MEYER	마이어
MEYERBEER	마이어베어
MEYERHOF	마이어호프
MEYERS	메이어스
MIAMI	마이에미
MICHAEL	마이클
MICHAUX	미쇼
MICHEL	미셸
MICHELET	미슐레
MICHELL	미첼
MICHELLE	미셸
MICHELS	미헬스
MICHELSON	마이컬슨
MICHIE	미치에
MICHIGAN	미시간
MICHNIK	미흐니크
MICK	믹
MICRONESIA	미크로네시아
MIDAS	미다스
MIDDLESEX	미들섹스
MIDDLETON	미들턴
MIDWAY	미드웨이
MIGNON	미뇽
MIGUEL	미겔
MIKE	마이크
MIKHAIL	미하일
MIKHAILOV	미하일로프
MIKOYAN	미코얀
MILAN	밀라노
MILANO	밀라노
MILDRED	밀드레드
MILES	마일스
MILESTONE	마일스톤
MILFORD	밀퍼드
MILHAUD	미요
MILL	밀
MILLAIS	밀레이
MILLAN	밀런
MILLARD	밀러드
MILLAY	밀레이
MILLER	밀러
MILLET	밀레
MILLIKAN	밀리컨
MILLS	밀스
MILNE	밀른
MILO	밀로
MILOS	밀로스
MILOSEVIC	밀로셰비치
MILOVAN	밀로반
MILSTEIN	밀스테인
MILT	밀트
MILTON	밀턴
MINAUX	미노
MINGDAO	밍다오
MINNEAPOLIS	미니애폴리스
MINNESOTA	미네소타
MINNIE	미니
MINOT	마이넛
MINSK	민스크
MIRA	미라
MIRABEAU	미라보
MIRCEA	미르체아
MIRIAM	미리엄
MIRONOV	미로노프
MIRZA	미르자
MISCHA	미샤
MISSISSIPPI	미시시피
MISSOURI	미주리
MISTRAL	미스트랄
MITCHELL	미첼
MITROPOULOS	미트로폴로스
MITSCHERLICH	미처리히
MITTERRAND	미테랑
MOBERG	모베리
MOBILE	모바일
MODENA	모데나
MODIGLIANI	모딜리아니
MOERS	모어스
MOGADISHU	모가디슈
MOGENS	모겐스
MOHAWK	모호크
MOI	모이
MOIRA	모이라
MOISSAN	무아상
MOJAVE	모하비
MOLANDER	몰란더
MOLDOVA	몰도바
MOLINA	몰리나
MOLLY	몰리
MOLNAR	몰나
MOLOTOV	몰로토프
MOLTKE	몰트케
MOMMSEN	몸젠
MONA	모나
MONACO	모나코
MONDRIAAN	몬드리안
MONET	모네
MONETA	모네타
MONGE	몽주
MONGOLIA	몽고
MONICA	모니카
MONIKA	모니카
MONIQUE	모니크
MONIUSZKO	모니우슈코
MONIZ	모니즈
MONK	멍크
MONMOUTH	몬머스
MONNIER	모니에
MONOD	모노
MONROE	먼로
MONROVIA	몬로비아
MONROY	몬로이
MONTAIGNE	몽테뉴
MONTALVO	몬탈보
MONTANA	몬태나
MONTE	몬테
MONTEIRO	몬테이루
MONTELIUS	몬텔리우스
MONTEMAYOR	몬테마요르
MONTENEGRO	몬테네그로
MONTESQUIEU	몽테스키외
MONTESSORI	몬테소리
MONTEUX	몽퇴
MONTEVERDI	몬테베르디
MONTEVIDEO	몬테비데오
MONTFORT	몽포르
MONTGOLFIER	몽골피에
MONTGOMERY	몽고메리
MONTHERLANT	몽테를랑
MONTICELLI	몽티셀리
MONTPELIER	몬트필리어
MONTPELLIER	몽펠리에
MONTREAL	몬트리올
MONTREUIL	몽트르유
MOOD	무드
MOORE	무어
MORALES	모랄레스
MORAN	모런
MORAND	모랑
MORAVIA	모라비아
MORDECAI	모르드개
MORDECHAI	모르데하이
MORE	모어
MOREAU	모로
MOREL	모렐
MORELLI	모렐리
MORENO	모레노
MORGAGNI	모르가니
MORGAN	모르건
MORGENSTERN	모르겐슈테른
MORGENTHAU	모겐쏘
MORICE	모리스
MORIN	모랭
MORISOT	모리조
MORITZ	모리츠
MORLEY	몰리
MORO	모로
MOROCCO	모로코
MORONI	모로니
MORRIS	모리스
MORRISON	모리슨
MORSE	모스
MORTON	모턴
MOSCA	모스카
MOSCOW	모스크바
MOSELEY	모즐리
MOSER	모저
MOSES	모세스
MOSHE	모셰
MOSLEY	모즐리
MOSS	모스
MOST	모스트
MOTT	모트
MOTTELSON	모텔손
MOU	머우
MOUDUD	무두드
MOUNIER	무니에
MOUNT	마운트
MOUSA	무사
MOUSSA	무사
MOUSTAPHA	무스타파
MOYSE	모이즈
MOZAMBIQUE	모잠비크
MOZART	모차르트
MUBARAK	무바라크
MUCHA	무하
MUELLER	뮬러
MUGABE	무가베
MUIR	뮤어
MUIRHEAD	뮤어헤드
MULLER	멀러
MULLIKEN	멀리컨
MULRONEY	멀로니
MUMFORD	멈퍼드
MUN	먼
MUNCH	뭉크
MUNICH	뮌헨
MUNK	뭉크
MUNSELL	먼셀
MURDOCH	머독
MURIEL	뮤리엘
MURILLO	무리요
MURIS	뮤리스
MURMANSK	무르만스크
MURNAU	무르나우
MURPHY	머피
MURRAY	마레
MURRY	머리
MUSA	무사
MUSCAT	무스카트
MUSIL	무질
MUSKOGEE	무스코기
MUSSET	뮈세
MUSSOLINI	뭇솔리니
MUTTER	무터
MUZIO	무치오
MYANMAR	먄마
MYBURGH	마이버그
MYERS	마이어스
MYRON	미론
N'DIAYE	느쟈예
NACHTIGAL	나흐티갈
NADAR	나다르
NADIA	나디아
NADINE	네이딘
NAESS	네스
NAFIS	나피스
NAGY	너지
NAHA	나하
NAHUM	나훔
NAIMAN	나이만
NAIPAUL	나이폴
NAIR	나이르
NAIROBI	나이로비
NAISBITT	네스비트
NAMIBIA	나미비아
NAMUR	나무르
NANA	나나
NANCY	낭시
NANNY	내니
NANSEN	난센
NAOMI	나오
NAPIER	네이피어
NAPLES	나폴리
NASH	내시
NASIR	나시르
NASMYTH	네이즈미스
NASSAU	나사우
NASSER	나세르
NAT	냇
NATALIA	나탈리아
NATALIE	나탈리
NATAN	나탄
NATHALIE	나탈리
NATHAN	나단
NATHANIEL	너대니얼
NATORP	나토르프
NATTA	나타
NATTIER	나티에
NAUMANN	나우만
NAURU	나우루
NAVARRA	나바라
NAVARRE	나바르
NAVARRO	나바로
NAZARETH	나사렛
NEAL	닐
NEANDER	네안더
NEBOJSA	네보이사
NEBRASKA	네브래스카
NECKER	네케르
NED	네드
NEEDHAM	니덤
NEEF	니프
NEFF	네프
NEGEV	네게브
NEGRI	네그리
NEGRO	니그로
NEGROPONTE	네그로폰테
NEHER	네어
NEHRU	네루
NEIL	닐
NEILL	닐
NEILSON	닐슨
NEISSER	나이서
NEKRASOV	네크라소프
NELLY	넬리
NELSON	넬슨
NEMANJA	네마냐
NEPAL	네팔
NERNST	네른스트
NERO	네로
NERUDA	네루다
NERVA	네르바
NERVAL	네르발
NERVO	네르보
NESMEYANOV	네스메야노프
NESTOR	네스토르
NETHERLANDS	네덜란드
NEUMANN	노이만
NEUTRA	노이트라
NEVADA	네바다
NEVELSON	니벨슨
NEVEROV	네베로프
NEWBOLT	뉴볼트
NEWCASTLE	뉴캐슬
NEWCOMB	뉴컴
NEWCOMEN	뉴커먼
NEWLANDS	뉴랜즈
NEWMAN	뉴먼
NEWPORT	뉴포트
NEWTON	뉴턴
NEY	네
NEZVAL	네즈발
NIAMEY	니아메
NICARAGUA	니카라과
NICHOLAS	니콜러스
NICHOLS	니콜스
NICHOLSON	니컬슨
NICK	닉
NICKY	니키
NICOL	니콜
NICOLA	니콜라
NICOLAE	니콜라에
NICOLAI	니콜라이
NICOLAS	니컬러스
NICOLAUS	니콜라우스
NICOLE	니콜
NICOLLE	니콜
NICOLSON	니컬슨
NICOSIA	니코시아
NIE	녜
NIEBUHR	니부어
NIELSEN	닐센
NIEUWLAND	뉴랜드
NIGEL	나이절
NIGER	니제르
NIGERIA	나이지리아
NIGHTINGALE	나이팅게일
NIJMEGEN	네이메겐
NIKE	나이키
NIKOLAEV	니콜라예프
NIKOLAEVA	니콜라에바
NIKOLAI	니콜라이
NILSON	닐손
NILSSON	닐손
NIMITZ	니미츠
NIMU	니무
NINA	니나
NINO	니노
NIPKOW	닙코
NIRENBERG	니런버그
NIXON	닉슨
NIZAN	니장
NKRUMAH	은크루마
NOAH	노아
NOBEL	노벨
NOBILE	노빌레
NOBLE	노블
NODIER	노디에
NOEL	노엘
NOETHER	뇌터
NOLAN	놀런
NOLDE	놀데
NOLTE	놀테
NONO	노노
NORA	노라
NORBERT	노르베르트
NORFOLK	노퍽
NORMAN	노르만
NORMANDY	노르망디
NORONHA	노로냐
NORRIS	노리스
NORRISH	노리시
NORTH	노스
NORTHAMPTON	노샘프턴
NORTHCLIFFE	노스클리프
NORTHROP	노스럽
NORTHUMBERLAND	노섬벌랜드
NORTON	노턴
NORWAY	노르웨이
NORWICH	노리치
NOSKE	노스케
NOSSACK	노사크
NOTTINGHAM	노팅엄
NOUAKCHOTT	누악쇼트
NOURI	누리
NOVERRE	노베르
NOVGOROD	노브고로트
NOVIKOV	노비코프
NOVOA	노보아
NOVOSIBIRSK	노보시비르스크
NOYCE	노이스
NUBIA	누비아
NUJOMA	누조마
NUKU'ALOFA	누쿠알로파
NUNES	누니스
NUNN	넌
NUREYEV	누레예프
NURMI	누르미
NYERS	네르시
OAKESHOTT	오크셔트
OAXACA	오악사카
OB	오브
OBANDO	오반도
OBERON	오베론
OBERTH	오베르트
OBRECHT	오브레히트
OCEANIA	오세아니아
OCHAB	오하프
OCHIRBAT	오치르바트
OCHOA	오초아
OCKEGHEM	오케겜
OCKHAM	오컴
OCTAVIA	옥타비아
OCTAVIO	옥타비오
ODESSA	오데사
ODETS	오데츠
ODILON	오딜롱
OFFENBACH	오펜바흐
OGBURN	오그번
OGDEN	오그던
OGILVY	오글비
OHANA	오하나
OHIO	오하이오
OHM	옴
OISTRAKH	오이스트라흐
OKEN	오켄
OKLAHOMA	오클러호마
OLANDER	올랜더
OLBRICH	올브리히
OLDENBURG	올덴부르크
OLDHAM	올드햄
OLENA	올네나
OLGA	올가
OLIVE	올리브
OLIVEIRA	올리베이라
OLIVER	올리버
OLIVIA	올리비아
OLIVIER	올리비에
OLOF	올로프
OLSON	올슨
OLYMPIA	올림피아
OLYPHANT	올리펀트
OMAHA	오마하
OMAN	오만
OMAR	오마
OMSK	옴스크
ONASSIS	오나시스
ONEGIN	오네긴
ONSAGER	온사거
ONTARIO	온타리오
OORT	오르트
OPARIN	오파린
OPITZ	오피츠
OPPENHEIMER	오펜하이머
OPPERT	오페르트
ORAN	오랑
ORANGE	오랑예
ORBAN	오르번
OREGON	오리건
OREL	오렐
ORENBURG	오렌부르크
ORESME	오렘
ORESTES	오레스테스
ORLANDO	올랜도
ORMANDY	오르먼디
ORR	오어
ORSON	오선
ORTEGA	오르테가
ORTELIUS	오르텔리우스
ORTIZ	오르티스
ORVILLE	오빌
ORWELL	오웰
OSBERT	오스버트
OSBORN	오즈번
OSBORNE	오즈번
OSCAR	오스카
OSGOOD	오스굿
OSKAR	오스카르
OSLER	오슬러
OSLO	오슬로
OSMAN	오스만
OSTADE	오스타데
OSWALD	오스발트
OTIS	오티스
OTTAWA	오타와
OTTO	오토
OUAGADOUGOU	와가두구
OUEDRAOGO	우에드라오고
OUGHTRED	오트레드
OURSLER	아워슬러
OVECHKIN	오베치킨
OVERBECK	오버베크
OVERTON	오버튼
OWEN	오웬
OWENS	오언스
OXFORD	옥스퍼드
OZENFANT	오장팡
PAAVO	파보
PABLO	파블로
PACE	페이스
PACHECO	파체코
PACHELBEL	파헬벨
PACHER	파허
PACINO	파치노
PADDY	패디
PADEREWSKI	파데레프스키
PADGETT	패젯
PADUA	파두아
PAGANINI	파가니니
PAGE	페이지
PAGNOL	파뇰
PAIGE	페이지
PAINE	페인
PAINTER	페인터
PAISIELLO	파이시엘로
PAJOU	파주
PAKISTAN	파키스탄
PALADE	펄레이드
PALAU	팔라우
PALEMBANG	팔렘방
PALERMO	팔레르모
PALESTRINA	팔레스트리나
PALGRAVE	폴그레이브
PALIKIR	팔라키르
PALISSY	팔리시
PALLADIO	팔라디오
PALLAS	팔라스
PALMA	팔마
PALME	팔메
PALMER	파머
PALMERSTON	팔머스톤
PALMIRO	팔미로
PAMELA	파멜라
PAMPAS	팜파스
PANAMA	파나마
PANDOLFI	판돌피
PANDORA	판도라
PANE	페인
PANKHURST	팽크허스트
PANOFSKY	파노프스키
PAOLO	파올로
PAPIN	파팽
PAPINI	파피니
PARAGUAY	파라과이
PARAMARIBO	파라마리보
PARDO	파르도
PARETO	파레토
PARINI	파리니
PARIS	파리
PARISH	패리쉬
PARK	파크
PARKER	파커
PARKES	팍스
PARLY	파를리
PARMA	파르마
PARRINGTON	패링턴
PARSONS	파슨스
PASCAL	파스칼
PASCOLI	파스콜리
PASOLINI	파솔리니
PASSOW	파쇼프
PASSY	파시
PASTERNACK	파스터넥
PASTERNAK	파스테르나크
PASTO	파스토
PASTOR	파스터
PATAGONIA	파타고니아
PATEL	파텔
PATER	페이터
PATERSON	패터슨
PATINIR	파티니르
PATRICE	파트리스
PATRICIA	퍼트리샤
PATRICIO	파트리시오
PATRICK	파트리크
PATTANI	파타니
PATTERSON	패터슨
PATTI	패티
PATTISON	파티슨
PATTON	패튼
PAUKER	파우케르
PAUL	바울
PAULA	폴라
PAULI	파울리
PAULINE	폴린
PAULING	폴링
PAULSEN	폴슨
PAULUS	파울루스
PAVESE	파베세
PAVLOV	파블로프
PAVLOVA	파블로바
PAX	팍스
PAXTON	팩스턴
PAYNE	펜
PAZ	파스
PEA	페냐
PEACOCK	피콕
PEANO	페아노
PEARL	펄
PEARSON	피어슨
PEARY	피어리
PECCEI	페체이
PECHSTEIN	페히슈타인
PECK	펙
PEDERSEN	피더슨
PEDRO	페드로
PEEL	필
PEETERS	페터스
PEIRCE	퍼스
PEKKA	페카
PEKKANEN	페카넨
PELEGRIN	펠레그린
PELLIOT	펠리오
PELTIER	펠티에
PEMBROKE	펨브룩
PENCK	펭크
PENDERECKI	펜데레츠키
PENELOPE	페넬로페
PENG	펑
PENN	펜
PENNSYLVANIA	펜실베이니아
PENROSE	펜로스
PENZIAS	펜지어스
PEPE	페페
PEPER	페페르
PEPYS	피프스
PERCIVAL	퍼시벌
PERCY	퍼시
PERDUE	퍼듀
PEREC	페렉
PEREIRA	페레이라
PERES	페레스
PERGOLESI	페르골레시
PERKIN	퍼킨
PERL	펄
PERLMAN	펄만
PERM	페름
PERON	페론
PEROT	페로
PERRAULT	페로
PERREAU	페로
PERRET	페레
PERRIER	페리에
PERRIN	페랭
PERRY	페리
PERSHING	퍼싱
PERSSON	페르손
PERTH	퍼스
PERTINI	페르티니
PERU	페루
PERUGINO	페루지노
PERUTZ	퍼루츠
PERUZZI	페루치
PESHAWAR	페샤와르
PESTALOZZI	페스탈로치
PETE	피트
PETER	베드로
PETERBOROUGH	피터버러
PETERSBURG	페테스부르크
PETERSON	피터슨
PETIPA	페티파
PETIT	프티
PETRA	페트라
PETRARCA	페트라르카
PETRIC	페트릭
PETRIE	피트리
PETROGRAD	페트로그라드
PETRONI	페트로니
PETROPAVLOVSK	페트로파브로스크
PETRUS	베드로
PETTENKOFER	페텐코퍼
PETTERSSON	페터슨
PETTIT	페티트
PETTY	페티
PETZOLD	펫졸트
PEVSNER	페프스너
PFEFFER	페퍼
PFEIFFER	파이퍼
PFITZNER	피츠너
PFLEIDERER	플라이테러
PHELPS	펠프스
PHIL	필
