A'MARIE	ಅಮಾರೀ
SABZ BAAG	ಸಬ್ಜ್ ಬಾಗ್
SACH	ಸಚ್
SACHDEVA PUBLIC SCHOOL, ROHINI	ಸಚದೇವಾ ಪಬ್ಲಿಕ್ ಸ್ಕೂಲ್, ರೋಹಿಣಿ
SACHET	ಸಚೆತ್
SACHI IBADAT	ಸಚ್ಚಿ ಇಬಾದತ್
SACRED HEART CATHOLIC	ಸೇಕ್ರೆಡ್ ಹಾರ್ಟ್ ಕೆಥೋಲಿಕ್
SACRED HEART GIRLS HIGH SCHOOL	ಸೇಕ್ರೆಡ್ ಹಾರ್ಟ್ ಗರ್ಲ್ಸ್ ಹೈ ಸ್ಕೂಲ್
SACRED HEART SENIOR SECONDARY SCHOOL, CHANDIGARH	ಸೇಕ್ರೆಡ್ ಹಾರ್ಟ್ ಸೀನಿಯರ್ ಸೆಕೆಂಡರಿ ಸ್ಕೂಲ್, ಚಂಡೀಗಢ್
SADA SUHAGAN	ಸದಾ ಸುಹಾಗನ್
SADAF	ಸದಫ್
SADAGOPPAN RAMESH	ಸಡಗೋಪನ್ ರಮೇಶ್
SADAQAT	ಸದಾಕತ್
SADDAM HUSSAIN	ಸದ್ದಾಂ ಹುಸೇನ್
SADGUNA	ಸದ್ಗುಣ
SADHAN	ಸಾಧನ್
SADHIKA	ಸಾಧಿಕಾ
SADHNA	ಸಾಧನಾ
SADHU AUR SHAITAN	ಸಾಧೂ ಔರ್ ಶೈತಾನ್
SADIQ	ಸಾದಿಕ್
SADIQAH	ಸಾದಿಕಾ
SADIYAH	ಸದೀಯಾ
SADOOF	ಸದೂಫ್
SADYOJAT	ಸದ್ಯೋಜಾತ
SAED E HAVAS	ಸೈದ್ ಎ ಹವಾಸ್
SAEED ANWAR	ಸಯೀದ್ ಅನ್ವರ್
SAEED AZAD	ಸಯೀದ್ ಆಜಾದ್
SAEED BIN NASIR	ಸಯೀದ್ ಬಿನ್ ನಾಸಿರ್
SAFED SAWAR	ಸಫೇದ್ ಸವಾರ್
SAFEENAH	ಸಫೀನಾ
SAFEER	ಸಫೀರ್
SAFEWAY	ಸೇಫ್‌ವೇ
SAFFRON	ಸೇಫ್ರನ್
SAFIYY	ಸಫೀ
SAFUL ISLAM	ಸಫುಲ್ ಇಸ್ಲಾಂ
SAFWAH	ಸಫ್ವಾ
SAGAR	ಸಾಗರ್
SAGAR KA SHER	ಸಾಗರ್ ಕಾ ಶೇರ್
SAGAR KI KANYA	ಸಾಗರ್ ಕಿ ಕನ್ಯಾ
SAGARIKA	ಸಾಗರಿಕಾ
SAGGU	ಸಗ್ಗು
SAGHEER	ಸಗೀರ್
SAGITTARIUS	ಸಾಜಿಟೇರಿಯಸ್
SAHAB	ಸಹಾಬ್
SAHADEV	ಸಹದೇವ್
SAHAJ	ಸಹಜ್
SAHALPUR	ಸಾಹಲ್‌ಪುರ್
SAHARANPUR	ಸಹರಾನ್ಪುರ್
SAHASRAJIT	ಸಹಸ್ರಜಿತ್
SAHEB	ಸಾಹೆಬ್
SAHEB BAHADUR	ಸಾಹೆಬ್ ಬಹಾದೂರ್
SAHEB BIWI AUR GULAM	ಸಾಹೆಬ್ ಬಿವಾ ಗುಲಾಮ್
SAHELI	ಸಹೇಲಿ
SAHIB	ಸಾಹಿಬ್
SAHIL	ಸಾಹಿಲ್
SAHIM	ಸಹೀಮ್
SAHIRAH	ಸಹೀರಾ
SAHM	ಸಹಮ್
SAI BABA OF SHIRDI	ಸಾಯಿ ಬಾಬಾ ಆಫ್ ಶಿರ್ಡಿ
SAIFUN SEMICONDUCTORS	ಸೈಫುನ್ ಸೆಮಿಕಂಡಕ್ಟರ್ಸ್
SAILING	ಸೈಲಿಂಗ್
SAINATH	ಸಾಯಿನಾಥ್
SAINBI	ಸೈಬಿ
SAINT COLUMBA'S SCHOOL, NEW DELHI	ಸೆಂಟ್ ಕೊಲಂಬಾಸ್ ಸ್ಕೂಲ್, ನ್ಯೂ ಡೆಲ್ಲಿ
SAINT CROIX	ಸೇಂಟ್ ಕ್ರೋಕ್ಸ್
SAINT FIDELIS COLLEGE, LUCKNOW	ಸೆಂಟ್ ಫಿಡೆಲಿಸ್ ಕಾಲೇಜ್, ಲಕ್ನೋ
SAINT FRANCIS D'ASSISI HIGH SCHOOL	ಸೆಂಟ್ ಫ್ರಾನ್ಸಿಸ್ ಡಿಅಸಿಸಿ ಹೈ ಸ್ಕೂಲ್
SAINT GEORGE'S	ಸೇಂಟ್ ಜಾರ್ಜಿಯಾಸ್
SAINT GEORGE'S CHANNEL	ಜಾರ್ಜ್ಸ್ ಚಾನಲ್
SAINT JOHN THE BAPTIST HIGH SCHOOL,THANE	ಸೆಂಟ್ ಜಾನ್ ದ ಬಾಪ್ಟಿಸ್ಟ್ ಹೈ ಸ್ಕೂಲ್, ಥಾಣೆ
SAINT JOHN'S HIGH SCHOOL, CHANDIGARH	ಸೆಂಟ್ ಜಾನ್ಸ್ ಹೈ ಸ್ಕೂಲ್, ಚಂಡೀಗಢ್
SAINT JOSEPH'S BOYS' HIGH SCHOOL, BANGALORE	ಸೆಂಟ್ ಜೋಸೆಫ್ಸ್ ಬಾಯ್ಸ್ ಹೈ ಸ್ಕೂಲ್, ಬೆಂಗಳೂರು
SAINT JOSEPH'S COLLEGE , NAINITAL	ಸೆಂಟ್ ಜೋಸೆಫ್ಸ್ ಕಾಲೇಜ್, ನೈನಿತಾಲ್
SAINT LUCIAN TOWER	ಸೆಂಟ್ ಲ್ಯುಕಿಯನ್ ಟವರ್
SAINT MICHAEL'S ACADEMY, CHENNAI	ಸೆಂಟ್ ಮೈಕೇಲ್ ಅಕಾಡೆಮಿ, ಚೆನ್ನೈ
SAINT OLAF'S CASTLE	ಸೆಂಟ್ ಒಲಾಫ್ಸ್ ಕ್ಯಾಸ್ಟರ್
SAINT OLAVS MEDAL	ಸೇಂಟ್ ಒಲಾವ್ಸ್ ಮೆಡಲ್
SAINT OLAVS MEDAL WITH OAK BRANCH	ಸೇಂಟ್ ಒಲಾವ್ಸ್ ಮೆಡಲ್ ವಿತ್ ಓಕ್ ಬ್ರ್ಯಾಂಚ್
SAINT STEPHEN'S SCHOOL, CHANDIGARH	ಸೆಂಟ್ ಸ್ಟೀಫನ್ಸ್ ಸ್ಕೂಲ್, ಚಂಡೀಗಢ್
SAINTE MARIE	ಸೆಂಟ್ ಮೆರೀ
SAIPAN	ಸೈಪನ್
SAJEEWA DE SILVA	ಸಜೀವ ಡಿಸಿಲ್ವ
SAJID	ಸಾಜಿದ್
SAJIDAH	ಸಾಜಿದಾ
SAJILI	ಸಜಿಲಿ
SAJIV MURTI	ಸಜೀವ್ ಮೂರ್ತಿ
SAJJAN	ಸಜ್ಜನ್
SAJJO RANI	ಸಜ್ಜೋ ರಾಣಿ
SAKET	ಸಾಕೇತ್
SAKHAWAT	ಸಖವತ್
SAKHI	ಸಖಿ
SAKHI ROBIN	ಸಖೀ ರಾಬಿನ್
SAKHR	ಸಖ್ರ್
SALADO	ಸಲಾಡೊ
SALAM BOMBAY	ಸಲಾಮ್ ಬಾಂಬೆ
SALAMAH	ಸಲಮಾ
SALAMAT	ಸಲಾಮತ್
SALEEM	ಸಲೀಮ್
SALEEM JAFFAR	ಸಲೀಂ ಜಾಫರ್
SALENE	ಸೆಲೀನ್
SALIFAH	ಸಲೀಫಾ
SALIHAH	ಸಲೀಹಾ
SALIL ANKOLA	ಸಲೀಂಲ ಅಂಕೋಲಾ
SALILAA	ಸಲಿಲಾ
SALIM	ಸಲೀಮ್
SALIMBENI PRIZE	ಸಲೀಮ್‌ಬೆನಿ ಪ್ರೈಜ್
SALL	ಸಲ್ಲ್
SALMA	ಸಲ್ಮಾ
SALT RIVER	ಸಾಲ್ಟ್ ರಿವರ್
SALUJA	ಸಲೂಜಾ
SALWAAN	ಸಲ್ವಾನಾ
SAMAH	ಸಮಾ
SAMANDARON KI MALIKA	ಸಮಂದರೋ ಕಿ ಮಲಿಕಾ
SAMANJASY	ಸಮಂಜಸ್ಯ
SAMANT	ಸಮಂತ್
SAMARAH	ಸಮರಾ
SAMARENDRA	ಸಮರೇಂದ್ರ
SAMASYA	ಸಮಸ್ಯಾ
SAMATA	ಸಮತಾ
SAMAYAPURAM	ಸಮಯಾಪುರಂ
SAMBALPUR	ಸಂಬಾಲ್ಪುರ್
SAMEER	ಸಮೀರ್
SAMEER DIGHE	ಸಮೀರ್ ದಿಘೆ
SAMIKSHA	ಸಮೀಕ್ಷಾ
SAMIR	ಸಮೀರ್
SAMIT	ಸಮಿತ್
SAMITA	ಸಮಿತಾ
SAMJHAUTA	ಸಂಜೌತಾ
SAMLESHWAR	ಸಾಮಲೇಶ್ವರ
SAMOSIR	ಸಮೊಸಿರ್
SAMPATTI	ಸಂಪತ್ತಿ
SAMPOORNA DEVI DARSHAN	ಸಂಪೂರ್ಣ ದೇವಿ ದರ್ಶನ್
SAMPOORNA RAANA	ಸಂಪೂರ್ಣ ರಾನಾ
SAMRAT CHANDRAGUPT	ಸಾಮ್ರಾಟ್ ಚಂದ್ರಗುಪ್ತ್
SAMRENDRU	ಸಮರೇಂದು
SAMSUNG MUSEUM	ಸ್ಯಾಮ್‌ಸಂಗ್ ಮ್ಯೂಸಿಯಂ
SAMTA	ಸಮತಾ
SAMTEL COLOR	ಸ್ಯಾಮ್‌ಟೆಲ್ ಕಲರ್
SAMUDRA	ಸಮುದ್ರ
SAMUDRAGUPTA	ಸಮುದ್ರಗುಪ್ತ
SAN DIEGO	ಸಾನ್ ಡೀಗೋ
SAN FRANCISCO	ಸ್ಯಾನ್ ಫ್ರಾನ್ಸಿಸ್ಕೋ
SAN JORGE	ಸ್ಯಾನ್ ಜೋರ್ಜ್
SAN JOSE	ಸಾನ್ ಜೋಸ್
SAN PABLO BAY	ಸಾನ್ ಪಾಬ್ಲೋ ಬೇ
SAN REMO MUSIC FESTIVAL	ಸ್ಯಾನ್ ರೆಮೊ ಮ್ಯೂಸಿಕ್ ಫೆಸ್ಟಿವಲ್
SAN SALVADOR	ಸಾನ್ ಸಾಲ್ವೆಡಾರ್
SANA	ಸನಾ
SANATH JAYASURIYA	ಸನತ್ ಜಯಸೂರ್ಯ
SANATH KALUPERUMA	ಸನತ್ ಕಲುಪೆರುಮ
SANAUBAR	ಸನೋಬರ್
SANCHAY	ಸಂಚಯ್
SANCHI STUPA	ಸಾಂಚಿ ಸ್ತೂಪ
SANDEEPAN	ಸಂದೀಪನ್
SANDESH	ಸಂದೇಶ್
SANDHAAR	ಸಂಧಾರ್
SANDHYA	ಸಂಧ್ಯ
SANDHYA CHHAYA	ಸಂಧ್ಯಾ ಛಾಯಾ
SANDHYANAND	ಸಂಧ್ಯಾನಂದ್
SANDRA	ಸಾಂಡ್ರಾ
SANDURI	ಸಂಡುರಿ
SANGANER	ಸಾಂಗನೇರ್
SANGARI	ಸಂಗಾರಿ
SANGHA	ಸಂಘಾ
SANGHERA	ಸಂಘೆರಾ
SANGHI	ಸಾಂಘೀ
SANGHOD	ಸಂಘೋಡ್
SANGRAM	ಸಂಗಮ್
SANJEEDAH	ಸಂಜೀದಾ
SANJEEV	ಸಂಜೀವ
SANJH AUR SAVERA	ಸಾಂಝ್ ಔರ್ ಸವೇರಾ
SANJH KI BELA	ಸಾಂಝ್ ಕಿ ಬೆಲಾ
SANJH SAVERA	ಸಾಂಝ್ ಸವೇರಾ
SANJHI	ಸಾಂಝಿ
SANJUKTA	ಸಂಜುಕ್ತಾ
SANJULA	ಸಂಜುಲಾ
SANJUSHREE	ಸಂಜುಶ್ರೀ
SANKALPA	ಸಂಕಲ್ಪಾ
SANKOCH	ಸಂಕೋಚ್
SANNE	ಸೇನಿ
SANS PAREIL	ಸ್ಯಾನ್ಸ್ ಪೆರಿಲ್
SANSAR	ಸನ್ಸಾರ್
SANSKRIT	ಸಂಸ್ಕೃತ್
SANSKRITI	ಸಂಸ್ಕೃತಿ
SANT	ಸಂತ್
SANT JANABAI	ಸಂತ ಜನಾಬೀ
SANT RAGHU	ಸಂತ ರಘು
SANT TUKARAM	ಸಂತ್ ತುಕಾರಾಮ್
SANTA SUSANA	ಸಂತಾ ಸುಸಾನಾ
SANTANDER CENTRAL	ಸಾಂಟಾಂಡರ್ ಸೆಂಟ್ರಲ್
SANTAYANI	ಸಂತಯಾನೀ
SANTIAGO	ಸಾಂಟಿಯಾಗೊ
SANWARIYA	ಸಾಂವರಿಯಾ
SANYAM	ಸಂನ್ಯಮ್
SANYO ELECTRIC	ಸಾನ್ಯೋ ಎಲೆಕ್ಟ್ರಿಕ್
SANYOG	ಸಂಯೋಗ್
SANYOGITA	ಸಂಯೋಗಿತಾ
SAO JOAQUIM	ಸಾ ಜೊಕ್ಯುಮ್
SAOIRSE	ಸೇಯರ್ಸ್
SAPAN SUHANE	ಸಪನ್ ಸುಹಾನೆ
SAPARNA	ಸಪರ್ಣ
SAPNA	ಸಪನಾ
SAPNON KA SAUDAGAR	ಸಪನೋ ಕಾ ಸಾಗರ್
SAPTAHIK HINDUSTAN	ಸಾಪ್ತಾಹಿಕ್ ಹಿಂದೂಸ್ತಾನ್
SAPTAKOTESHWAR	ಸಪ್ತಕೋಟೇಶ್ವರ
SAQI	ಸಕಿ
SARA	ಸರಾ
SARA JAHAN HAMARA	ಸಾರಾ ಜಹಾ ಹಮಾರಾ
SARABDEV	ಸರಬ್‌ದೇವ್
SARABNAM	ಸರಬ್ನಮ್
SARADA	ಸಾರದಾ
SARADINDU MUKHERJEE	ಸರದಿಂದು ಮುಖರ್ಜಿ
SARAH	ಸರಾ
SARAKATSANOI FOLKLORE MUSEUM	ಸರಕಾಸನೋಯ್ ಫೋಕ್ಲೋರ್ ಮ್ಯೂಸಿಯಂ
SARALA	ಸರಳಾ
SARALAA	ಸರಳಾ
SARAMA	ಸರಮಾ
SARAN	ಸರಂ
SARANGI	ಸಾರಂಗಿ
SARASVAT	ಸಾರಸ್ವತ್
SARASWATI CHANDRA	ಸರಸ್ವತಿ ಚಂದ್ರ
SARATOGA	ಸರಾಟೋಗಾ
SARBANI	ಸರ್ಬಾನಿ
SARDANA	ಸರದಾನಾ
SAREEN	ಸರೀನ್
SARFAROSH	ಸರಫರೋಶ್
SARFRAZ NAWAZ	ಸರ್ಫರಾಜ್ ನವಾಜ್
SARHAD	ಸರಹದ್
SARKARI MEHMAN	ಸರಕಾರಿ ಮೆಹಮಾನ್
SAROJA	ಸರೋಜ
SAROJANI	ಸರೋಜನಿ
SAROLKAR	ಸಾರೋಲ್ಕರ್
SARRA	ಸರಾ
SARSWATI	ಸರಸ್ವತಿ
SARTAJ	ಸರತಾಜ್
SARWARI	ಸಾರ್ವರಿ
SARWATE	ಸಾರ್ವಾತೆ
SASSI PUNNU	ಸಸ್ಸೀ ಪುನ್ನಾ
SASTI DULHAN MAHENGA DOOLHA	ಸಸ್ತೀ ದುಲ್ಹನ್ ಮಹೆಂಗಾ ದುಲ್ಹಾ
SASUN DRUGS AND CHEMICALS	ಸಸನ್ ಡ್ರಗ್ಸ್ ಅಂಡ್ ಕೆಮಿಕಲ್ಸ್
SATARA	ಸತಾರಾ
SATHANUR RESERVOIR	ಸಾಥನೂರ್ ರಿಜರ್ವಾಯರ್
SATI AHILYA	ಸತಿ ಅಹಿಲ್ಯಾ
SATI ANJANI	ಸತಿ ಅಂಜನಿ
SATI NAGKANAYA	ಸತಿ ನಾಗಕನ್ಯಾ
SATI NARMADA	ಸತಿ ನರ್ಮದಾ
SATI RENUKA	ಸತಿ ರೇಣುಕಾ
SATI SEETA	ಸತಿ ಸೀತಾ
SATI TORAL	ಸತಿ ತೊರಾಲ
SATIN	ಸಾಟಿನ್
SATINDERPAL	ಸತೀಂದರ್‌ಪಾಲ್
SATKRIT	ಸತ್ಕೃತ
SATTA BAZAR	ಸಟ್ಟಾ ಬಾಜಾರ್
SATTE PE SATTA	ಸತ್ತೆ ಪೆ ಸತ್ತಾ
SATVAT	ಸತ್ವತ್
SATYADEV	ಸತ್ಯದೇವ
SATYAJIT	ಸತ್ಯಜಿತ್
SATYAM SHIVAM SUNDARAM	ಸತ್ಯಂ ಶಿವಂ ಸುಂದರಂ
SATYAMURTI	ಸತ್ಯಮೂರ್ತಿ
SATYANARAYAN	ಸತ್ಯನಾರಾಯಣ
SATYAVATI	ಸತ್ಯವತಿ
SATYAWAN	ಸತ್ಯವಾನ್
SAU KA NOTE	ಸೌ ಕಾ ನೋಟ್
SAU SAAL BAAD	ಸೌ ಸಾಲ್ ಬಾದ್
SAUBAL	ಸೌಬಲ್
SAUDAGAR	ಸೌದಾಗರ್
SAUGAAT	ಸೌಗಾತ್
SAUGANDH	ಸೌಗಂಧ್
SAUHAARD	ಸೌಹಾರ್ದ್
SAUJAN_Y	ಸೌಜನ್ಯ
SAUMAREZ	ಸಾಮರೆಜ್
SAUTELA BHAI	ಸೌತೆಲಾ ಭೈ
SAVAGE	ಸಾವೇಜ್
SAVAN	ಸಾವನ್
SAVDHAN	ಸಾವಧಾನ್
SAVERA	ಸವೇರಾ
SAVITA CHEMICAL	ಸವಿತಾ ಕೆಮಿಕಲ್ಸ್
SAVITAA	ಸವಿತಾ
SAWA	ಸಾವಾ
SAWAN AYA RE	ಸಾವನ್ ಆಯಾ ರೆ
SAWAN BHADON	ಸಾವನ್ ಭಾದೋ
SAWAN KA MAHEENA	ಸಾವನ್ ಕಾ ಮಹೀನಾ
SAWATCH	ಸವಾಚ್
SAWINI	ಸಾವಿನಿ
SAWWAF	ಸವ್ವಾಫ್
SAXON SWITZERLAND	ಸ್ಯಾಕ್ಸನ್ ಸ್ವಿಟ್ಜರ್‌ಲ್ಯಾಂಡ್
SAYAR	ಸಯರ್
SAYFIYY	ಸೇಫೀ
SAYHAN	ಸೇಹಾನ್
SAYID	ಸಾಯಿದ್
SAZ	ಸಾಜ್
SAZA E MAUT	ಸಾಜಾ ಎ ಮೌತ್
SCAILEX CORPORATION	ಸ್ಕೈಲೆಕ್ಸ್ ಕಾರ್ಪೊರೇಶನ್
SCANDINAVIAN	ಸ್ಕಾಂಡಿನಾವಿಯನ್
SCANDIUM	ಸ್ಕಾಂಡಿಯಂ
SCARLETT	ಸ್ಕಾರ್ಲೆಟ್
SCHELL CREEK	ಸ್ಕಿಲ್ ಕ್ರೀಕ್
SCHILLER PRIZE	ಸ್ಕಿಲ್ಲರ್ ಪ್ರೈಜ್
SCHLESIEN	ಸ್ಕಿಲೆಸಿಯನ್
SCHOCK PRIZE IN MATHEMATICS	ಸ್ಕೋಕ್ ಪ್ರೈಜ್ ಇನ್ ಮ್ಯಾಥಮೆಟಿಕ್ಸ್
SCHOCK PRIZE IN MUSICAL ARTS	ಸ್ಕೋಕ್ ಪ್ರೈಜ್ ಇನ್ ಮ್ಯೂಜಿಕಲ್ ಆರ್ಟ್ಸ್
SCHOCK PRIZE IN VISUAL ARTS	ಸ್ಕೋಕ್ ಪ್ರೈಜ್ ಇನ್ ವಿಷುವಲ್ ಆರ್ಟ್ಸ್
SCHOENFELD	ಶಾನ್ಫೆಲ್ಡ್
SCHOPENHAUER	ಶೋಪೆನ್‌ಹೋವರ್
SCHWABEN	ಸ್ಕ್ವಾಬೆನ್
SCORE	ಸ್ಕೋರ್
SCOT	ಸ್ಕಾಟ್
SCOTIA PLAZA	ಸ್ಕೋಟಿಯಾ ಪ್ಲಾಜಾ
SCOTIA SEA	ಸ್ಕಾಟಿಯಾ ಸೀ
SCOTT STYRIS	ಸ್ಕಾಟ್ ಸ್ಟೈರಿಸ್
SCOTTISH FOOTBALL MUSEUM	ಸ್ಕಾಟಿಶ್ ಫುಟ್‌ಬಾಲ್ ಮ್ಯೂಸಿಯಂ
SCOUTING	ಸ್ಕೌಟಿಂಗ್
SCOUTS	ಸ್ಕೌಟ್ಸ್
SCUBA DIVING	ಸ್ಕ್ಯೂಬಾ ಡೈವಿಂಗ್
SEA OF OKHOTSK	ಸೀ ಆಫ್ ಒಕೋಟ್ಸ್
SEA OF THE HEBRIDES	ಸೀ ಆಫ್ ಹೆಬ್ರಿಡೀಸ್
SEABORGIUM	ಸೀಬೋರ್ಗಿಯಂ
SEALEY	ಸೀಲೆ
SEAMUS	ಸಿಮಸ್
SEAN DAVIES	ಸೀನ್ ಡೇವಿಯಸ್
SEAN ERVINE	ಸೀನ್ ಇರ್ವಿನ್
SEANNA	ಸೀನ್ನಾ
SEBASTIAN	ಸೆಬಾಸ್ಟಿಯನ್
SEEMA	ಸೀಮಾ
SEEMANTINI	ಸೀಮಂತಿನಿ
SEEMEEN	ಸೀಮೀನ್
SEETA RAM RADHESHYAM	ಸೀತಾ ರಾಮ್ ರಾಧೇಶ್ಯಾಮ್
SEETA SWAYAMVAR	ಸೀತಾ ಸ್ವಯಂವರ್
SEETAASARAN	ಸೀತಾಶರಣ್
SEHRA	ಸೆಹರಾ
SEJ PIYA KI	ಸೆಜ್ ಪಿಯಾ ಕಿ
SEKHWA	ಸೆಖ್ವಾ
SEKISUI HOUSE	ಸೆಕಿಸುಯ್ ಹೌಸ್
SELAQUI WORLD SCHOOL, DEHRADUN	ಸೆಲಾಕಿ ವರ್ಲ್ಡ್ ಸ್ಕೂಲ್, ಡೆಹ್ರಾಡೂನ್
SELENA	ಸೆಲೆನಾ
SELENE	ಸೆಲೀನ್
SELINAA	ಸೆಲಿನಾ
SELKIRK	ಸೆಲ್‌ಕಿರ್ಕ್
SELMA	ಸೆಲ್ಮಾ
SEMA	ಸೀಮಾ
SEN	ಸೆನ್
SENAPATI	ಸೇನಾಪತಿ
SENE	ಸೆನಿ
SENTA	ಸೇಂತಾ
SERAFINA	ಸೆರಾಫಿನಾ
SERENGETI	ಸೆರೆಂಗೆಟಿ
SERENO	ಸೆರೆನೋ
SERGIO	ಸೆರ್ಗಿಯೋ
SERRA DO CIPO	ಸೆರಾ ಡೊ ಸಿಪೊ
SESA GOA	ಸೀಸಾ ಗೋವಾ
SETHI	ಸೇಠೀ
SETTSU	ಸೆತ್ಸೂ
SEVA GRAM	ಸೇವಾ ಗ್ರಾಮ್
SEVARAAM	ಸೇವಾರಾಮ್
SEVASTOPOL	ಸೆವಸ್ಟೋಪೊಲ್
SEVERINO	ಸೆವೆರಿನೊ
SEVILLA	ಸೆವಿಲ್ಲಾ
SEVILLANAS	ಸೆವಿಲ್ಲಾನಾಸ್
SEW SHIVNARINE	ಶಿವ್ ಶಿವನಾರಾಯಣ್
SEYMOUR	ಸೀಮೋರ್
SHAADI KI RAAT	ಶಾದಿ ಕಿ ರಾತ್
SHAANKAR	ಶಾಂಕರ್
SHAANXI HISTORY MUSEUM	ಶಾಂಕ್ಸಿ ಹಿಸ್ಟರಿ ಮ್ಯೂಸಿಯಂ
SHAAN_TI	ಶಾಂತಿ
SHAARANGEE	ಶಾರಂಗೀ
SHAAYAD	ಶಾಯದ್
SHABBEER	ಶಬೀರ್
SHABBIR AHMED	ಶಬ್ಬೀರ್ ಅಹ್ಮದ್
SHABEEH	ಶಬೀ
SHABIB	ಶಬೀಬ್
SHABNAM	ಶಬನಮ್
SHABRI	ಶಬರಿ
SHACHI	ಶಚಿ
SHADAN	ಶಾದನ್
SHADHA	ಶಾಧಾ
SHADYANTA	ಷಡಯಂತ್ರ್
SHAFEE	ಶಫೀ
SHAFIAH	ಶಫಿಯಾ
SHAFIEK ABRAHAMS	ಶಫೀಕ್ ಅಬ್ರಹಾಮ್ಸ್
SHAFIQ AHMED	ಶಫೀಕ್ ಅಹ್ಮದ್
SHAG	ಶಾಗ್
SHAGIRD	ಶಾಗಿರ್ದ್
SHAGUFTA	ಶಗುಫ್ತಾ
SHAGUN	ಶಗುನ್
SHAH	ಶಾಹ್
SHAH ABDUL LATIF BHITTAI	ಶಾ ಅಬ್ದುಲ್ ಲತೀಫ್ ಭಿಟ್ಟಾಯ್
SHAH BEHRAM	ಶಾಹ ಬೆಹರಾಮ್
SHAH E IRAN	ಶಾಹ್ ಎ ಇರಾನ್
SHAH E MISAR	ಶಾಹ್ ಎ ಮಿಸಾರ್
SHAHBAZ QALANDER	ಶಹಬಾಜ್ ಖಲಂದರ್
SHAHDOL	ಶಾದೂಲ್
SHAHEED BHAGAT SINGH	ಶಹೀದ್ ಭಗತ್ ಸಿಂಗ್
SHAHEED-E-AZAM BHAGAT SINGH	ಶಹೀದ್-ಎ-ಆಜಮ್ ಭಗತ್ ಸಿಂಗ್
SHAHEENAH	ಶಹೀನ್ಹಾ
SHAHENSHAH	ಶಹನ್‌ಶಾಹ್
SHAHENSHAN AKBAR	ಶಹನ್‌ಶಾಹ್ ಅಕ್ಬರ್
SHAHI CHOR	ಶಾಹಿ ಚೋರ್
SHAHID ANWAR	ಶಹೀದ್ ಅನ್ವರ್
SHAHID NAZIR	ಶಹೀದ್ ನಜೀರ್
SHAHID-E-MOHABBAT	ಶಾಹಿದ್-ಎ-ಮೊಹಬತ್
SHAHRIAR HOSSAIN	ಶಹರಿಯಾರ್ ಹುಸೇನ್
SHAHRUKH	ಶಾಹರುಕ್
SHAHZADA	ಶಹಜಾದಾ
SHAHZADI	ಶಹಜಾದೀ
SHAIL SUTAA	ಶೈಲ್ ಸುತಾ
SHAILE^DR	ಶೈಲೇಂದ್ರ
SHAILI	ಶೈಲಿ
SHAIR	ಶಾಯರ್
SHAIRAH	ಶೈರಾ
SHAJARAH	ಶಜರಾಹ್
SHAJEE	ಶಾಜೀ
SHAJEE'AH	ಶಜೀಹ
SHAKDAR	ಶೇಕ್‌ದಾರ್
SHAKE HANDS	ಶೇಕ್ ಹ್ಯಾಂಡ್ಸ್
SHAKEEL	ಶಕೀಲಾ
SHAKIRAH	ಶಕೀರಾ
SHAKTI	ಶಕ್ತಿ
SHAKUHACHI	ಶಾಕುಹಚಿ
SHAKUNI	ಶಕುನಿ
SHAKUNT	ಶಕುಂತ್
SHAKUNTALA	ಶಕುಂತಲಾ
SHAKURAH	ಶಕುರಾ
SHALINI	ಶಾಲಿನಿ
SHAMAMAH	ಶಮಾಮಾ
SHAMASHER	ಶಮಶೀರ್
SHAMBHU	ಶಂಭೂ
SHAMEL	ಶಮೆಲ್
SHAMOODAH	ಶಮೂದಾಹ್
SHAMPA	ಶಂಪಾ
SHAMS	ಶಮಾಸ್
SHAMS-UL-HAQ	ಶಮ್ಸ್-ಉಲ್-ಹಕ್
SHAMSHAD	ಶಮ್ಶದ್
SHAMSHEER	ಶಮಶೀರ್
SHAMSHEER E ARAB	ಶಮಶೀರ್ ಎ ಅರಬ್
SHAN CREEK COMMUNITY BIBLE	ಶಾನ್ ಕ್ರೀಕ್ ಕಮ್ಯೂನಿಟಿ ಬೈಬಲ್
SHAN-E-HIND	ಶಾನ್-ಎ-ಹಿಂದ್
SHANBAREE	ಶಂಬರೀ
SHANDAAR	ಶಾನ್ದಾರ್
SHANE BOND	ಶೇನ್ ಬಾಂಡ್
SHANE LEE	ಶೇನ್ ಲೀ
SHANE WARNE	ಶೇನ್ ವಾರ್ನ್
SHANE WATSON	ಶೇನ್ ವ್ಯಾಟ್ಸನ್
SHANKAR	ಶಂಕರ
SHANKAR HUSSAIN	ಶಂಕರ್ ಹುಸೇನ್
SHANKAR PARVATI	ಶಂಕರ್ ಪಾರ್ವತಿ
SHANKAR SHAMBHU	ಶಂಕರ್ ಶಂಭೂ
SHANKARALAAL	ಶಂಕರಲಾಲ್
SHANON	ಶೆನನ್
SHANPAK	ಶಂಪಾಕ್
SHANTANU	ಶಾಂತನು
SHANTON	ಶೆಂಟನ್
SHAQUE	ಶಕ್
SHARAABI	ಶರಾಬಿ
SHARADINI	ಶಾರದಿನಿ
SHARAHEEL	ಶರಹೀಲ್
SHARAN	ಶರಣ್
SHARAN LENAA	ಶರಣ್ ಲೆನಾ
SHARANYU	ಶರಣ್ಯು
